42.500000	-0.009477	-0.000004	0.000028	-5.784123	79.861738	80.000003	0.000000	16.335000	0.000000	0.000000	0.000000	-21.469099	140.000000	0.580525	-38980.879905	-163719.695600	-21.469099	140.000000	0.580525	-38980.866478	163719.639206
43.000000	-0.015012	-0.000003	0.000023	-5.790224	79.860663	80.000010	0.000000	31.460000	0.000000	0.000000	0.000000	-18.998882	140.000000	1.108275	-31334.893557	-131606.552939	-18.998882	140.000000	1.108275	-31334.855381	131606.392599
43.500000	-0.019296	-0.000002	0.000018	-5.798720	79.859165	80.000016	0.000000	46.585000	0.000000	0.000000	0.000000	-15.293557	140.000000	1.636025	-25838.412140	-108521.330989	-15.293557	140.000000	1.636025	-25838.378142	108521.188197
44.000000	-0.022590	-0.000006	0.000034	-5.809078	79.857340	80.000020	0.000000	61.710000	0.000000	0.000000	0.000000	-12.823340	140.000000	2.163775	-20347.797163	-85460.748084	-12.823340	140.000000	2.163775	-20347.822805	85460.855782
44.500000	-0.024930	0.000002	-0.000003	-5.820820	79.855270	80.000029	0.000000	76.835000	0.000000	0.000000	0.000000	-9.118014	140.000000	2.691525	-14818.694563	-62238.517167	-9.118014	140.000000	2.691525	-14818.722427	62238.634192
45.000000	-0.026345	0.000001	0.000001	-5.833484	79.853038	80.000037	0.000000	91.960000	0.000000	0.000000	0.000000	-6.647797	140.000000	3.219275	-9263.360824	-38906.115463	-6.647797	140.000000	3.219275	-9263.374177	38906.171543
45.500000	-0.026861	-0.000004	0.000027	-5.846621	79.850723	80.000045	0.000000	107.085000	0.000000	0.000000	0.000000	-2.942472	140.000000	3.747025	-3696.167642	-15523.904097	-2.942472	140.000000	3.747025	-3696.169224	15523.910740
46.000000	-0.026584	-0.000001	0.000011	-5.859800	79.848400	80.000053	0.000000	122.210000	0.000000	0.000000	0.000000	-0.472255	140.000000	4.091594	-6.099755	-25.618971	-0.472255	140.000000	4.091594	-6.100322	25.621351
46.500000	-0.026295	-0.000002	0.000017	-5.872813	79.846107	80.000061	0.000000	137.335000	0.000000	0.000000	0.000000	-0.000000	140.000000	4.091616	-5.792502	-24.328509	-0.000000	140.000000	4.091616	-5.793016	24.330666
47.000000	-0.026108	0.000018	0.000080	-5.885712	79.843831	80.000073	0.000000	152.460000	0.786650	835.108200	24629.846145	0.000000	140.000000	4.091616	-5.795441	-24.340853	0.000000	140.000000	4.091616	-5.797920	24.351262
