42.5,-0.009477,-4e-06,2.8e-05,0,0,-5.7841,79.862,80,0,0,0,16.335,0
43,-0.015012,-3e-06,2.3e-05,0,0,-5.7902,79.861,80,0,0,0,31.46,0
43.5,-0.019296,-2e-06,1.8e-05,0,0,-5.7987,79.859,80,0,0,0,46.585,0
44,-0.02259,-6e-06,3.4e-05,0,0,-5.8091,79.857,80,0,0,0,61.71,0
44.5,-0.02493,2e-06,-3e-06,0,0,-5.8208,79.855,80,0,0,0,76.835,0
45,-0.026345,1e-06,1e-06,0,0,-5.8335,79.853,80,0,0,0,91.96,0
45.5,-0.026861,-4e-06,2.7e-05,0,0,-5.8466,79.851,80,0,0,0,107.08,0
46,-0.026584,-1e-06,1.1e-05,0,0,-5.8598,79.848,80,0,0,0,122.21,0
46.5,-0.026295,-2e-06,1.7e-05,0,0,-5.8728,79.846,80,0,0,0,137.34,0
47,-0.026108,1.8e-05,8e-05,0,0,-5.8857,79.844,80,0,0,0,152.46,0.78665
47.5,-0.025956,0.000177,0.00073,0,0,-5.8985,79.842,80,0,0,3.6314,167.59,2.3338
48,-0.025807,0.000414,0.001794,0,0,-5.9112,79.839,80.001,0,0,5.2381,182.71,2.36
48.5,-0.025646,0.00063,0.002851,0,0,-5.9239,79.837,80.002,0,0,6.38,197.84,2.36
49,-0.025471,0.000841,0.003948,0,0,-5.9364,79.834,80.004,0,0,7.2038,212.96,2.36
49.5,-0.025286,0.001071,0.005182,0,0,-5.9488,79.831,80.006,0,0,8.5331,228.09,2.36
50,-0.025026,0.001338,0.006658,0,0,-5.9611,79.829,80.009,0,0,9.4819,241.95,2.36
50.5,-0.024291,0.001608,0.008438,0,0,-5.9731,79.826,80.013,0,0,10,242,2.36
51,-0.022955,0.001859,0.01038,0,0,-5.9846,79.823,80.017,0,0,10,242,2.36
51.5,-0.020622,0.002103,0.012269,0,0,-5.9952,79.82,80.023,0,0,10,242,2.36
52,-0.017229,0.002346,0.014107,0,0,-6.0044,79.817,80.03,0,0,10,242,2.36
52.5,-0.012639,0.002596,0.016012,0,0,-6.0116,79.815,80.037,0,0,10,242,2.36
53,-0.006808,0.002852,0.01801,0,0,-6.0162,79.813,80.046,0,0,10,242,2.36
53.5,-2.6e-05,0.003111,0.020218,0,0,-6.0176,79.811,80.055,0,0,10,242,2.36
54,0.00742,0.003369,0.02274,0,0,-6.0155,79.809,80.066,0,0,10,242,2.36
54.5,0.015376,0.003619,0.025434,0,0,-6.0096,79.809,80.078,0,0,10,242,2.36
55,0.02328,0.003861,0.027974,0,0,-5.9998,79.809,80.091,0,0,10,242,2.36
55.5,0.031097,0.004097,0.030391,0,0,-5.986,79.809,80.106,0,0,10,242,2.36
56,0.038959,0.004333,0.032823,0,0,-5.9684,79.81,80.121,0,0,10,242,2.36
56.5,0.047896,0.004574,0.035621,0,0,-5.9467,79.811,80.139,0,0,10,242,2.36
57,0.058601,0.004817,0.038543,0,0,-5.9201,79.814,80.157,0,0,10,242,2.36
57.5,0.071078,0.005058,0.041528,0,0,-5.8878,79.817,80.177,0,0,10,242,2.36
58,0.085294,0.005298,0.04456,0,0,-5.8489,79.821,80.199,0,0,10,242,2.36
58.5,0.10059,0.005534,0.047338,0,0,-5.8026,79.826,80.222,0,0,10,242,2.36
59,0.11667,0.005771,0.04955,0,0,-5.7486,79.832,80.246,0,0,10,242,2.36
59.5,0.1337,0.006018,0.051249,0,0,-5.6864,79.84,80.271,0,0,10,242,2.36
60,0.15168,0.006283,0.052539,0,0,-5.6156,79.849,80.297,0,0,10,242,2.36
60.5,0.17061,0.006566,0.053464,0,0,-5.5357,79.86,80.323,0,0,10,242,2.36
61,0.19011,0.006862,0.054225,0,0,-5.4462,79.871,80.35,0,0,10,242,2.36
61.5,0.20944,0.007166,0.055134,0,0,-5.3471,79.885,80.378,0,0,10,242,2.36
62,0.22861,0.007469,0.056081,0,0,-5.2384,79.899,80.405,0,0,10,242,2.36
62.5,0.24763,0.007761,0.056981,0,0,-5.1204,79.915,80.434,0,0,10,242,2.36
63,0.26652,0.008042,0.057798,0,0,-4.9929,79.933,80.462,0,0,10,242,2.36
63.5,0.28526,0.008318,0.058539,0,0,-4.8562,79.952,80.491,0,0,10,242,2.36
64,0.30402,0.008594,0.059305,0,0,-4.7101,79.972,80.521,0,0,10,242,2.36
64.5,0.32386,0.008873,0.060654,0,0,-4.5546,79.993,80.551,0,0,10,242,2.36
65,0.34529,0.009154,0.06261,0,0,-4.3889,80.016,80.582,0,0,10,242,2.36
65.5,0.36936,0.009429,0.064504,0,0,-4.212,80.041,80.613,0,0,10,242,2.36
66,0.39641,0.009698,0.066163,0,0,-4.0224,80.067,80.646,0,0,10,242,2.36
66.5,0.4255,0.00997,0.067246,0,0,-3.8188,80.096,80.679,0,0,10,242,2.36
67,0.45592,0.010256,0.06757,0,0,-3.6006,80.126,80.713,0,0,10,242,2.36
67.5,0.48678,0.010475,0.067416,0,0,-3.3671,80.159,80.747,0,0,7.3334,242,1.2587
68,0.5174,0.010409,0.066198,0,0,-3.1184,80.194,80.78,0,0,2.0002,242,0.000729
68.5,0.54782,0.010345,0.064982,0,0,-2.8546,80.232,80.813,0,0,0,242,0
69,0.57807,0.010397,0.064211,0,0,-2.5759,80.272,80.845,0,0,0,242,0
69.5,0.60815,0.0105,0.063604,0,0,-2.2822,80.314,80.877,0,0,0,242,0
70,0.63809,0.0106,0.062924,0,0,-1.9736,80.358,80.909,0,0,0,242,0
70.5,0.66788,0.01067,0.062082,0,0,-1.6503,80.404,80.94,0,0,0,242,0
71,0.69751,0.010712,0.061105,0,0,-1.3123,80.452,80.971,0,0,0,242,0
71.5,0.72697,0.010738,0.060062,0,0,-0.95973,80.503,81.001,0,0,0,242,0
72,0.75626,0.010807,0.059207,0,0,-0.59257,80.555,81.031,0,0,0,242,0.78665
72.5,0.78538,0.011179,0.059677,0,0,-0.21095,80.61,81.061,0,0,7.9998,242,2.3599
73,0.81432,0.011825,0.061433,0,0,0.18508,80.666,81.091,0,0,13.333,242,3.9333
73.5,0.84308,0.01266,0.064186,0,0,0.59545,80.724,81.122,0,0,21.333,242,5.5065
74,0.87169,0.013644,0.067785,0,0,1.0201,80.784,81.155,0,0,26.666,242,7.0799
74.5,0.90013,0.014772,0.072235,0,0,1.4589,80.845,81.19,0,0,34.666,242,8.6532
75,0.92842,0.016064,0.077613,0,0,1.9119,80.907,81.228,0,0,39.999,242,10.226
75.5,0.95657,0.017779,0.084986,0,0,2.379,80.97,81.268,0,0,47.999,242,11.774
76,0.98457,0.019709,0.093584,0,0,2.8602,81.035,81.313,0,0,50,242,11.8
76.5,1.012,0.021404,0.10122,0,0,3.3553,81.1,81.361,0,0,50,242,11.8
77,1.0379,0.022983,0.10779,0,0,3.8638,81.165,81.414,0,0,50,242,11.8
77.5,1.0618,0.024576,0.114,0,0,4.3848,81.232,81.469,0,0,50,242,11.8
78,1.0826,0.026247,0.12071,0,0,4.9171,81.298,81.528,0,0,50,242,11.8
78.5,1.1005,0.027994,0.12794,0,0,5.4591,81.365,81.59,0,0,50,242,11.8
79,1.1166,0.029778,0.13593,0,0,6.0097,81.432,81.656,0,0,50,242,11.8
79.5,1.1313,0.031547,0.14444,0,0,6.568,81.498,81.726,0,0,50,242,11.8
80,1.1449,0.033269,0.15309,0,0,7.1336,81.563,81.8,0,0,50,242,11.8
80.5,1.1575,0.034965,0.16185,0,0,7.7059,81.628,81.879,0,0,50,242,11.8
81,1.169,0.036644,0.17076,0,0,8.2843,81.692,81.962,0,0,50,242,11.8
81.5,1.1794,0.038315,0.1799,0,0,8.8684,81.755,82.049,0,0,50,242,11.8
82,1.1889,0.039982,0.18921,0,0,9.4575,81.817,82.142,0,0,50,242,11.8
82.5,1.1977,0.041646,0.19864,0,0,10.051,81.878,82.238,0,0,50,242,11.8
83,1.2058,0.043307,0.20821,0,0,10.65,81.937,82.34,0,0,50,242,11.8
83.5,1.2132,0.044961,0.21795,0,0,11.252,81.996,82.447,0,0,50,242,11.8
84,1.2198,0.046607,0.22779,0,0,11.858,82.052,82.558,0,0,50,242,11.8
84.5,1.2251,0.048241,0.23724,0,0,12.468,82.107,82.674,0,0,50,242,11.8
85,1.2289,0.049865,0.24628,0,0,13.079,82.161,82.795,0,0,50,242,11.8
85.5,1.2312,0.051482,0.25503,0,0,13.693,82.212,82.92,0,0,50,242,11.8
86,1.2322,0.053094,0.26357,0,0,14.307,82.261,83.05,0,0,50,242,11.8
86.5,1.2325,0.0547,0.27222,0,0,14.922,82.308,83.184,0,0,50,242,11.8
87,1.233,0.0563,0.28082,0,0,15.538,82.353,83.322,0,0,50,242,11.8
87.5,1.2339,0.057894,0.28911,0,0,16.153,82.396,83.464,0,0,50,242,11.8
88,1.2353,0.059486,0.29707,0,0,16.77,82.436,83.611,0,0,50,242,11.8
88.5,1.2371,0.061081,0.30472,0,0,17.388,82.474,83.761,0,0,50,242,11.8
89,1.239,0.062682,0.31217,0,0,18.007,82.509,83.915,0,0,50,242,11.8
89.5,1.2383,0.064503,0.32192,0,0,18.626,82.543,84.074,0,0,52.667,242,12.901
90,1.234,0.067063,0.33688,0,0,19.244,82.573,84.238,0,0,58,242,14.159
90.5,1.2261,0.069793,0.35472,0,0,19.86,82.6,84.411,0,0,62.667,242,15.261
91,1.2149,0.073076,0.37683,0,0,20.471,82.623,84.593,0,0,68,242,16.519
91.5,1.2029,0.07624,0.39876,0,0,21.076,82.641,84.787,0,0,70,242,16.52
92,1.1911,0.079016,0.41863,0,0,21.676,82.656,84.991,0,0,70,242,16.52
92.5,1.1796,0.081683,0.43772,0,0,22.27,82.666,85.205,0,0,70,242,16.52
93,1.1682,0.084444,0.45707,0,0,22.858,82.673,85.429,0,0,70,242,16.52
93.5,1.1569,0.087359,0.47704,0,0,23.441,82.675,85.662,0,0,70,242,16.52
94,1.1457,0.090396,0.49745,0,0,24.018,82.673,85.906,0,0,70,242,16.52
94.5,1.1346,0.093485,0.51801,0,0,24.59,82.667,86.159,0,0,70,242,16.52
95,1.1235,0.096586,0.53843,0,0,25.156,82.656,86.423,0,0,70,242,16.52
95.5,1.1125,0.099745,0.55863,0,0,25.717,82.64,86.697,0,0,70,242,16.52
96,1.1016,0.10286,0.57846,0,0,26.273,82.62,86.981,0,0,70,242,16.52
96.5,1.0909,0.10594,0.59796,0,0,26.823,82.595,87.275,0,0,70,242,16.52
97,1.0802,0.10901,0.61719,0,0,27.367,82.566,87.579,0,0,70,242,16.52
97.5,1.0697,0.11207,0.63618,0,0,27.907,82.532,87.892,0,0,70,242,16.52
98,1.0593,0.11513,0.65492,0,0,28.44,82.493,88.215,0,0,70,242,16.52
98.5,1.049,0.11819,0.67344,0,0,28.969,82.45,88.547,0,0,70,242,16.52
99,1.0389,0.12111,0.69088,0,0,29.492,82.401,88.888,0,0,70,242,15.733
99.5,1.029,0.12306,0.70364,0,0,30.01,82.349,89.237,0,0,62,242,14.16
