39.500000	-0.010277	0.000002	-0.000007	-0.000013	-0.005646	-4.972194	79.203722	358.000002	0.000003	359.997796	0.000000	16.335000	0.000000	0.000000	0.000000	60.446038	-21.469099	140.000000	0.580525	-38988.249832	-163750.649294	691347.992191	-21.469099	140.000000	0.580525	-38988.288813	163750.813015	691348.644645
40.000000	-0.015798	0.000001	-0.000007	-0.000012	-0.006227	-4.971964	79.197135	358.000003	0.000005	359.994707	0.000000	31.460000	0.000000	0.000000	0.000000	431.806188	-18.998882	140.000000	1.108275	-31352.708549	-131681.375904	656249.523854	-18.998882	140.000000	1.108275	-31352.796889	131681.746934	656250.258475
40.500000	-0.020064	0.000001	-0.000007	-0.000011	-0.004275	-4.971650	79.188125	358.000004	0.000007	359.991983	0.000000	46.585000	0.000000	0.000000	0.000000	1402.012267	-15.293557	140.000000	1.636025	-25851.914482	-108578.040825	645243.384517	-15.293557	140.000000	1.636025	-25851.977298	108578.304651	645244.028754
41.000000	-0.023340	0.000001	-0.000006	-0.000009	-0.000959	-4.971270	79.177235	358.000005	0.000008	359.990615	0.000000	61.710000	0.000000	0.000000	0.000000	3258.971310	-12.823340	140.000000	2.163775	-20357.160659	-85500.074768	634702.882492	-12.823340	140.000000	2.163775	-20357.201392	85500.245848	634703.435871
41.500000	-0.025665	0.000009	0.000030	-0.000081	0.002492	-4.970840	79.164948	358.000010	0.000002	359.990988	0.237999	76.835000	1.101310	300.499211	8862.623217	6399.524365	-9.118014	140.000000	2.691525	-14824.602410	-62263.330120	623977.457052	-9.118014	140.000000	2.691525	-14824.668692	62263.608508	623978.778775
42.000000	-0.027070	0.000069	0.000213	-0.000531	0.005091	-4.970361	79.151733	358.000060	359.999871	359.992913	0.972992	91.960000	2.674610	1064.027450	31381.361570	11245.943607	-6.647797	140.000000	3.219275	-9266.343177	-38918.641341	613088.145097	-6.647797	140.000000	3.219275	-9266.499070	38919.296093	613093.955679
42.500000	-0.027582	0.000211	0.000626	-0.001492	0.006328	-4.969816	79.138043	358.000254	359.999394	359.995818	2.872964	107.085000	4.247910	2303.888684	67948.588968	18190.987584	-2.942472	140.000000	3.747025	-3696.625551	-15525.827316	602748.483695	-2.942472	140.000000	3.747025	-3696.695532	15526.121235	602764.734357
43.000000	-0.027303	0.000460	0.001383	-0.003040	0.006152	-4.969172	79.124315	358.000724	359.998289	359.998999	4.787932	122.210000	5.821210	4132.504262	121879.948191	27929.439130	-0.472255	140.000000	4.091594	-6.229277	-26.162964	605574.339252	-0.472255	140.000000	4.091594	-6.274586	26.353261	605608.870515
43.500000	-0.026887	0.000801	0.002938	-0.004994	0.004607	-4.968389	79.110776	358.001749	359.996319	0.001743	8.832859	137.335000	7.394510	6666.101109	196603.320005	41479.588855	0.901813	140.000000	4.461041	3726.371274	15650.759351	608426.325645	-0.000000	140.000000	4.091616	-5.972451	25.084295	605583.790228
44.000000	-0.026134	0.001281	0.005610	-0.007625	0.002488	-4.967413	79.097539	358.003811	359.993220	0.003547	12.427791	152.460000	8.967810	10004.195583	295053.740333	59282.509918	2.705440	140.000000	4.988791	9220.845866	38727.552638	612603.235089	0.000000	140.000000	3.827741	-2638.424232	11081.381776	603468.041385
44.500000	-0.025326	0.001908	0.009504	-0.010764	0.000315	-4.966170	79.084710	358.007519	359.988640	0.004257	18.157524	167.585000	9.440000	12769.409264	376608.187428	79790.722372	5.410881	140.000000	5.516541	14722.684857	61835.276400	616777.116466	-3.705325	140.000000	3.299991	-8189.151145	34394.434809	610850.661659
45.000000	-0.024490	0.002584	0.014147	-0.013578	-0.001379	-4.964616	79.072302	358.013364	359.982568	0.003978	20.952562	182.710000	9.440000	15158.974109	447083.623384	103358.117832	7.214509	140.000000	6.044291	20232.529514	84976.623957	620954.156688	-6.175542	140.000000	2.772241	-13753.910817	57766.425429	621890.141495
45.500000	-0.023600	0.003329	0.019540	-0.016266	-0.002281	-4.962725	79.060338	358.021708	359.975129	0.003038	25.520062	197.835000	9.440000	17749.856124	523496.506674	131153.041947	9.919950	140.000000	6.432368	24943.524780	104762.804075	626904.238254	-9.880868	140.000000	2.244491	-19309.962721	81101.843426	632904.665639
